Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
m386-peek-a-boo-crotchless-teddy,,,,,,,,,Neon Purple,,L/XL,,,MS-M386PPLLRG,,shopify,226,deny,manual,38.99,,TRUE,TRUE,671241127810.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M386PPL_1.jpg,g,,16.95,,,,,,,
m386-peek-a-boo-crotchless-teddy,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M386PPL_2.jpg,2,M386 Peek-a-Boo & Crotchless Teddy - Back View,,,,,,,,,,,,,,,,,,,,
m386-peek-a-boo-crotchless-teddy,,,,,,,,,Neon Purple,,S/M,,,MS-M386PPLMED,,shopify,218,deny,manual,38.99,,TRUE,TRUE,671241127803.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M386PPL_1.jpg,g,,16.95,,,,,,,
m386-peek-a-boo-crotchless-teddy,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M386PPL_2.jpg,2,M386 Peek-a-Boo & Crotchless Teddy - Back View,,,,,,,,,,,,,,,,,,,,
p432-boy-short,P432 Boy Short,"<p>From the Butterfly Fantasies collection by Magic Silk, this style includes: a soft and stretchy lace and mesh boy short with scalloped edges, and an embroidered butterfly detail at front.</p>",Magic Silk,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Neon Purple,Size,Queen Size,,,MS-P432PPL2XL,,shopify,219,deny,manual,22.99,,TRUE,TRUE,671241127858.0,https://www.magicsilk.com/uploads/wholesale-images/P432PPL2XL_1.jpg,1,P432 Boy Short,FALSE,P432 Boy Short,"From the Butterfly Fantasies collection by Magic Silk, this style includes: a soft and stretchy lace and mesh boy short with scalloped edges, and an embroidered butterfly detail at front.",Apparel & Accessories > Clothing > Lingerie,,,671241127858.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/P432PPL2XL_1.jpg,g,,6.95,TRUE,,,TRUE,,,active
p432-boy-short,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/P432PPL2XL_2.jpg,2,P432 Boy Short - Back View,,,,,,,,,,,,,,,,,,,,
p432-boy-short,,,,,,,,,Neon Purple,,L/XL,,,MS-P432PPLLRG,,shopify,331,deny,manual,20.99,,TRUE,TRUE,671241127841.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/P432PPL_1.jpg,g,,5.95,,,,,,,
p432-boy-short,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/P432PPL_2.jpg,2,P432 Boy Short - Back View,,,,,,,,,,,,,,,,,,,,
p432-boy-short,,,,,,,,,Neon Purple,,S/M,,,MS-P432PPLMED,,shopify,333,deny,manual,20.99,,TRUE,TRUE,671241127834.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/P432PPL_1.jpg,g,,5.95,,,,,,,
p432-boy-short,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/P432PPL_2.jpg,2,P432 Boy Short - Back View,,,,,,,,,,,,,,,,,,,,
m400-ls-crop-top-mini-skirt-tie-side-thong,"M400 LS Crop Top, Mini Skirt & Tie Side Thong","<p>From the Glimmer - Dancewear collection from Exposed by Magic Silk, this style includes: a long bell sleeve crop top made of a soft and stretchy mesh paired with holographic fabric, ties in front, a mesh flutter mini skirt, and a high leg thong.</p>",Magic Silk,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Purple Disco,Size,Queen Size,,,MS-M400PPL2XL,,shopify,134,deny,manual,45.99,,TRUE,TRUE,671241128190.0,https://www.magicsilk.com/uploads/wholesale-images/M400PPL2XL_1.jpg,1,"M400 LS Crop Top, Mini Skirt & Tie Side Thong",FALSE,"M400 LS Crop Top, Mini Skirt & Tie Side Thong","From the Glimmer - Dancewear collection from Exposed by Magic Silk, this style includes: a long bell sleeve crop top made of a soft and stretchy mesh paired with holographic fabric, ties in front, a mesh flutter mini skirt, and a high leg thong.",Apparel & Accessories > Clothing > Lingerie,,,671241128190.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/M400PPL2XL_1.jpg,g,,20.95,TRUE,,,TRUE,,,active
m400-ls-crop-top-mini-skirt-tie-side-thong,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M400PPL2XL_2.jpg,2,"M400 LS Crop Top, Mini Skirt & Tie Side Thong - Back View",,,,,,,,,,,,,,,,,,,,
m400-ls-crop-top-mini-skirt-tie-side-thong,,,,,,,,,Purple Disco,,L/XL,,,MS-M400PPLLRG,,shopify,232,deny,manual,42.99,,TRUE,TRUE,671241128183.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M400PPL_1.jpg,g,,18.95,,,,,,,
m400-ls-crop-top-mini-skirt-tie-side-thong,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M400PPL_2.jpg,2,"M400 LS Crop Top, Mini Skirt & Tie Side Thong - Back View",,,,,,,,,,,,,,,,,,,,
m400-ls-crop-top-mini-skirt-tie-side-thong,,,,,,,,,Purple Disco,,S/M,,,MS-M400PPLMED,,shopify,225,deny,manual,42.99,,TRUE,TRUE,671241128176.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M400PPL_1.jpg,g,,18.95,,,,,,,
m400-ls-crop-top-mini-skirt-tie-side-thong,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M400PPL_2.jpg,2,"M400 LS Crop Top, Mini Skirt & Tie Side Thong - Back View",,,,,,,,,,,,,,,,,,,,
m401-wrap-halter-flair-pant-set,M401 Wrap Halter & Flair Pant Set,"<p>From the Glimmer - Dancewear collection from Exposed by Magic Silk, this style includes: a criss cross wrap halter top made of soft and stretchy holographic fabric, ties at the neck and front, and flare leg pants combined with soft mesh.</p>",Magic Silk,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Purple Disco,Size,Queen Size,,,MS-M401PPL2XL,,shopify,197,deny,manual,47.99,,TRUE,TRUE,671241128220.0,https://www.magicsilk.com/uploads/wholesale-images/M401PPL2XL_1.jpg,1,M401 Wrap Halter & Flair Pant Set,FALSE,M401 Wrap Halter & Flair Pant Set,"From the Glimmer - Dancewear collection from Exposed by Magic Silk, this style includes: a criss cross wrap halter top made of soft and stretchy holographic fabric, ties at the neck and front, and flare leg pants combined with soft mesh.",Apparel & Accessories > Clothing > Lingerie,,,671241128220.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/M401PPL2XL_1.jpg,g,,21.95,TRUE,,,TRUE,,,active
m401-wrap-halter-flair-pant-set,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M401PPL2XL_2.jpg,2,M401 Wrap Halter & Flair Pant Set - Back View,,,,,,,,,,,,,,,,,,,,
m401-wrap-halter-flair-pant-set,,,,,,,,,Purple Disco,,L/XL,,,MS-M401PPLLRG,,shopify,244,deny,manual,43.99,,TRUE,TRUE,671241128213.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M401PPL_1.jpg,g,,19.95,,,,,,,
m401-wrap-halter-flair-pant-set,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M401PPL_2.jpg,2,M401 Wrap Halter & Flair Pant Set - Back View,,,,,,,,,,,,,,,,,,,,
m401-wrap-halter-flair-pant-set,,,,,,,,,Purple Disco,,S/M,,,MS-M401PPLMED,,shopify,222,deny,manual,43.99,,TRUE,TRUE,671241128206.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M401PPL_1.jpg,g,,19.95,,,,,,,
m401-wrap-halter-flair-pant-set,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M401PPL_2.jpg,2,M401 Wrap Halter & Flair Pant Set - Back View,,,,,,,,,,,,,,,,,,,,
m402-wrap-bralette-booty-shorts-sleeve-set,"M402 Wrap Bralette, Booty Shorts & Sleeve Set","<p>From the Glimmer - Dancewear collection from Exposed by Magic Silk, this style includes: A wrap bralette, ties at the neck and front, swan hook back closure, a booty short made of soft and stretchy holographic fabric, comes with removable mesh party bell sleeves</p>",Magic Silk,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Purple Disco,Size,Queen Size,,,MS-M402PPL2XL,,shopify,196,deny,manual,45.99,,TRUE,TRUE,671241128251.0,https://www.magicsilk.com/uploads/wholesale-images/M402PPL2XL_1.jpg,1,"M402 Wrap Bralette, Booty Shorts & Sleeve Set",FALSE,"M402 Wrap Bralette, Booty Shorts & Sleeve Set","From the Glimmer - Dancewear collection from Exposed by Magic Silk, this style includes: A wrap bralette, ties at the neck and front, swan hook back closure, a booty short made of soft and stretchy holographic fabric, comes with removable mesh party bell sleeves",Apparel & Accessories > Clothing > Lingerie,,,671241128251.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/M402PPL2XL_1.jpg,g,,20.95,TRUE,,,TRUE,,,active
m402-wrap-bralette-booty-shorts-sleeve-set,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M402PPL2XL_2.jpg,2,"M402 Wrap Bralette, Booty Shorts & Sleeve Set - Back View",,,,,,,,,,,,,,,,,,,,
m402-wrap-bralette-booty-shorts-sleeve-set,,,,,,,,,Purple Disco,,L/XL,,,MS-M402PPLLRG,,shopify,197,deny,manual,42.99,,TRUE,TRUE,671241128244.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M402PPL_1.jpg,g,,18.95,,,,,,,
m402-wrap-bralette-booty-shorts-sleeve-set,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M402PPL_2.jpg,2,"M402 Wrap Bralette, Booty Shorts & Sleeve Set - Back View",,,,,,,,,,,,,,,,,,,,
m402-wrap-bralette-booty-shorts-sleeve-set,,,,,,,,,Purple Disco,,S/M,,,MS-M402PPLMED,,shopify,201,deny,manual,42.99,,TRUE,TRUE,671241128237.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M402PPL_1.jpg,g,,18.95,,,,,,,
m402-wrap-bralette-booty-shorts-sleeve-set,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M402PPL_2.jpg,2,"M402 Wrap Bralette, Booty Shorts & Sleeve Set - Back View",,,,,,,,,,,,,,,,,,,,
m403-high-neck-crop-top-flowy-skirt-tanga-set,"M403 High Neck Crop Top, Flowy Skirt & Tanga Set","<p>From the Glimmer - Dancewear collection from Exposed by Magic Silk, this style includes: a soft and stretchy holographic fabric high neck crop top, front ties, a swan hook back closure, a high leg tanga, and a flowy skirt made of sheer mesh that ties at front.</p>",Magic Silk,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Purple Disco,Size,Queen Size,,,MS-M403PPL2XL,,shopify,201,deny,manual,47.99,,TRUE,TRUE,671241128282.0,https://www.magicsilk.com/uploads/wholesale-images/M403PPL2XL_1.jpg,1,"M403 High Neck Crop Top, Flowy Skirt & Tanga Set",FALSE,"M403 High Neck Crop Top, Flowy Skirt & Tanga Set","From the Glimmer - Dancewear collection from Exposed by Magic Silk, this style includes: a soft and stretchy holographic fabric high neck crop top, front ties, a swan hook back closure, a high leg tanga, and a flowy skirt made of sheer mesh that ties at front.",Apparel & Accessories > Clothing > Lingerie,,,671241128282.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/M403PPL2XL_1.jpg,g,,21.95,TRUE,,,TRUE,,,active
m403-high-neck-crop-top-flowy-skirt-tanga-set,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M403PPL2XL_2.jpg,2,"M403 High Neck Crop Top, Flowy Skirt & Tanga Set - Back View",,,,,,,,,,,,,,,,,,,,
m403-high-neck-crop-top-flowy-skirt-tanga-set,,,,,,,,,Purple Disco,,L/XL,,,MS-M403PPLLRG,,shopify,270,deny,manual,43.99,,TRUE,TRUE,671241128275.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M403PPL_1.jpg,g,,19.95,,,,,,,
m403-high-neck-crop-top-flowy-skirt-tanga-set,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M403PPL_2.jpg,2,"M403 High Neck Crop Top, Flowy Skirt & Tanga Set - Back View",,,,,,,,,,,,,,,,,,,,
m403-high-neck-crop-top-flowy-skirt-tanga-set,,,,,,,,,Purple Disco,,S/M,,,MS-M403PPLMED,,shopify,290,deny,manual,43.99,,TRUE,TRUE,671241128268.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M403PPL_1.jpg,g,,19.95,,,,,,,
m403-high-neck-crop-top-flowy-skirt-tanga-set,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/M403PPL_2.jpg,2,"M403 High Neck Crop Top, Flowy Skirt & Tanga Set - Back View",,,,,,,,,,,,,,,,,,,,
p442-mini-boy-short,P442 Mini Boy Short,"<p>From the Glimmer - Dancewear collection from Exposed by Magic Silk, this style includes: a soft and stretchy holographic fabric mini boy short.</p>",Magic Silk,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Purple Disco,Size,Queen Size,,,MS-P442PPL2XL,,shopify,185,deny,manual,22.99,,TRUE,TRUE,671241128312.0,https://www.magicsilk.com/uploads/wholesale-images/P442PPL2XL_1.jpg,1,P442 Mini Boy Short,FALSE,P442 Mini Boy Short,"From the Glimmer - Dancewear collection from Exposed by Magic Silk, this style includes: a soft and stretchy holographic fabric mini boy short.",Apparel & Accessories > Clothing > Lingerie,,,671241128312.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/P442PPL2XL_1.jpg,g,,6.95,TRUE,,,TRUE,,,active
p442-mini-boy-short,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/P442PPL2XL_2.jpg,2,P442 Mini Boy Short - Back View,,,,,,,,,,,,,,,,,,,,
p442-mini-boy-short,,,,,,,,,Purple Disco,,L/XL,,,MS-P442PPLLRG,,shopify,283,deny,manual,20.99,,TRUE,TRUE,671241128305.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/P442PPL_1.jpg,g,,5.95,,,,,,,
p442-mini-boy-short,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/P442PPL_2.jpg,2,P442 Mini Boy Short - Back View,,,,,,,,,,,,,,,,,,,,
p442-mini-boy-short,,,,,,,,,Purple Disco,,S/M,,,MS-P442PPLMED,,shopify,287,deny,manual,20.99,,TRUE,TRUE,671241128299.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/P442PPL_1.jpg,g,,5.95,,,,,,,
p442-mini-boy-short,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/P442PPL_2.jpg,2,P442 Mini Boy Short - Back View,,,,,,,,,,,,,,,,,,,,
p443-low-rise-tie-side-panty,P443 Low Rise Tie Side Panty,"<p>From the Glimmer - Dancewear collection from Exposed by Magic Silk, this style includes: a soft and stretchy holographic fabric low rise tie side panty.</p>",Magic Silk,Apparel & Accessories > Clothing > Lingerie,Lingerie,Lingerie,TRUE,Color,Purple Disco,Size,Queen Size,,,MS-P443PPL2XL,,shopify,262,deny,manual,20.99,,TRUE,TRUE,671241128343.0,https://www.magicsilk.com/uploads/wholesale-images/P443PPL2XL_1.jpg,1,P443 Low Rise Tie Side Panty,FALSE,P443 Low Rise Tie Side Panty,"From the Glimmer - Dancewear collection from Exposed by Magic Silk, this style includes: a soft and stretchy holographic fabric low rise tie side panty.",Apparel & Accessories > Clothing > Lingerie,,,671241128343.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/P443PPL2XL_1.jpg,g,,5.95,TRUE,,,TRUE,,,active
p443-low-rise-tie-side-panty,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/P443PPL2XL_2.jpg,2,P443 Low Rise Tie Side Panty - Back View,,,,,,,,,,,,,,,,,,,,
p443-low-rise-tie-side-panty,,,,,,,,,Purple Disco,,L/XL,,,MS-P443PPLLRG,,shopify,364,deny,manual,18.99,,TRUE,TRUE,671241128336.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/P443PPL_1.jpg,g,,4.95,,,,,,,
p443-low-rise-tie-side-panty,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/P443PPL_2.jpg,2,P443 Low Rise Tie Side Panty - Back View,,,,,,,,,,,,,,,,,,,,
p443-low-rise-tie-side-panty,,,,,,,,,Purple Disco,,S/M,,,MS-P443PPLMED,,shopify,364,deny,manual,18.99,,TRUE,TRUE,671241128329.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/P443PPL_1.jpg,g,,4.95,,,,,,,
p443-low-rise-tie-side-panty,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/P443PPL_2.jpg,2,P443 Low Rise Tie Side Panty - Back View,,,,,,,,,,,,,,,,,,,,
pp012-flutter-thong-2-pack,PP012 Flutter Thong 2 Pack,"<p>From Magic Silk's Panty and Eye of Love Pheromone Collaboration Collection, this style includes: a 2 pack of Exposed soft and stretchy lace flutter thongs with scalloped edges, sexy side slit, and a delicate satin bow. As a bonus, an Eye of Love 1ml Lilac Dream pheromone perfume sample is included with each garment. The pheromone perfume promotes relaxation and deepens attractions, ensuring you remain captivating and memorable.</p>",Magic Silk,Apparel & Accessories > Clothing > Lingerie > Women's Underpants,Panties,"Male Underwear, Rainbow",TRUE,Color,Lilac & Black,Size,Queen Size,,,MS-PP012PK2XL,,shopify,229,deny,manual,28.99,,TRUE,TRUE,671241128374.0,https://www.magicsilk.com/uploads/wholesale-images/PP012PK2XL_1.jpg,1,PP012 Flutter Thong 2 Pack,FALSE,PP012 Flutter Thong 2 Pack,"From Magic Silk's Panty and Eye of Love Pheromone Collaboration Collection, this style includes: a 2 pack of Exposed soft and stretchy lace flutter thongs with scalloped edges, sexy side slit, and a delicate satin bow. As a bonus, an Eye of Love 1ml Lilac Dream pheromone perfume sample is included with each garment. The pheromone perfume promotes relaxation and deepens attractions, ensuring you remain captivating and memorable.",Apparel & Accessories > Clothing > Lingerie > Women's Underpants,,,671241128374.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/PP012PK2XL_1.jpg,g,,10.95,TRUE,,,TRUE,,,active
pp012-flutter-thong-2-pack,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/PP012PK2XL_2.jpg,2,PP012 Flutter Thong 2 Pack - Back View,,,,,,,,,,,,,,,,,,,,
pp012-flutter-thong-2-pack,,,,,,,,,Lilac & Black,,L/XL,,,MS-PP012PKLRG,,shopify,255,deny,manual,27.99,,TRUE,TRUE,671241128367.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/PP012PK_1.jpg,g,,9.95,,,,,,,
pp012-flutter-thong-2-pack,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/PP012PK_2.jpg,2,PP012 Flutter Thong 2 Pack - Back View,,,,,,,,,,,,,,,,,,,,
pp012-flutter-thong-2-pack,,,,,,,,,Lilac & Black,,S/M,,,MS-PP012PKMED,,shopify,229,deny,manual,27.99,,TRUE,TRUE,671241128350.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/PP012PK_1.jpg,g,,9.95,,,,,,,
pp012-flutter-thong-2-pack,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/PP012PK_2.jpg,2,PP012 Flutter Thong 2 Pack - Back View,,,,,,,,,,,,,,,,,,,,
pp022-cortchless-open-back-panty-2-pack,PP022 Cortchless & Open Back Panty 2 Pack,"<p>From Magic Silk's Panty and Eye of Love Pheromone Collaboration Collection, this style includes: a 2 pack of Exposed soft and stretchy lace crotchless and open back panties with a delicate sating bow. As a bonus, an Eye of Love 1ml Lilac Dream pheromone perfume sample is included with each garment. The pheromone perfume promotes relaxation and deepens attractions, ensuring you remain captivating and memorable.</p>",Magic Silk,Apparel & Accessories > Clothing > Lingerie > Women's Underpants,Panties,"Male Underwear, Rainbow",TRUE,Color,Lilac & Aqua,Size,Queen Size,,,MS-PP022PK2XL,,shopify,184,deny,manual,28.99,,TRUE,TRUE,671241128404.0,https://www.magicsilk.com/uploads/wholesale-images/PP022PK2XL_1.jpg,1,PP022 Cortchless & Open Back Panty 2 Pack,FALSE,PP022 Cortchless & Open Back Panty 2 Pack,"From Magic Silk's Panty and Eye of Love Pheromone Collaboration Collection, this style includes: a 2 pack of Exposed soft and stretchy lace crotchless and open back panties with a delicate sating bow. As a bonus, an Eye of Love 1ml Lilac Dream pheromone perfume sample is included with each garment. The pheromone perfume promotes relaxation and deepens attractions, ensuring you remain captivating and memorable.",Apparel & Accessories > Clothing > Lingerie > Women's Underpants,,,671241128404.0,new,TRUE,https://www.magicsilk.com/uploads/wholesale-images/PP022PK2XL_1.jpg,g,,10.95,TRUE,,,TRUE,,,active
pp022-cortchless-open-back-panty-2-pack,,,,,,,,,,,,,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/PP022PK2XL_2.jpg,2,PP022 Cortchless & Open Back Panty 2 Pack - Back View,,,,,,,,,,,,,,,,,,,,
pp022-cortchless-open-back-panty-2-pack,,,,,,,,,Lilac & Aqua,,L/XL,,,MS-PP022PKLRG,,shopify,224,deny,manual,27.99,,TRUE,TRUE,671241128398.0,,,,,,,,,,,,,https://www.magicsilk.com/uploads/wholesale-images/PP022PK_1.jpg,g,,9.95,,,,,,,
